subject_id	predicate_id	object_id	mondo_id	mondo_label	mondo_predicate_id	mapping_justification	gard_mondo_mapping_type
GARD:0000043	oboInOwl:hasDbXref	MONDO:0020490	MONDO:0020490	mosaic trisomy 9		semapv:ManualMappingCuration	direct_existing
GARD:0000044	oboInOwl:hasDbXref	MONDO:0009491	MONDO:0009491	Haim-Munk syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000045	oboInOwl:hasDbXref	MONDO:0017372	MONDO:0017372	congenital varicella syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000046	oboInOwl:hasDbXref	MONDO:0022308	MONDO:0022308	corticobasal degeneration disorder		semapv:ManualMappingCuration	direct_existing
GARD:0000047	oboInOwl:hasDbXref	MONDO:0021020	MONDO:0021020	Crigler-Najjar syndrome type 1		semapv:ManualMappingCuration	direct_existing
GARD:0000048	oboInOwl:hasDbXref	MONDO:0009068	MONDO:0009068	cytochrome-c oxidase deficiency disease		semapv:ManualMappingCuration	direct_existing
GARD:0000049	oboInOwl:hasDbXref	MONDO:0017569	MONDO:0017569	de Barsy syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000054	oboInOwl:hasDbXref	MONDO:0009126	MONDO:0009126	duodenal atresia		semapv:ManualMappingCuration	direct_existing
GARD:0000059	oboInOwl:hasDbXref	MONDO:0007574	MONDO:0007574	spinocerebellar ataxia type 34		semapv:ManualMappingCuration	direct_existing
GARD:0000060	oboInOwl:hasDbXref	MONDO:0018988	MONDO:0018988	iridocorneal endothelial syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000061	oboInOwl:hasDbXref	MONDO:0007604	MONDO:0007604	femoral-facial syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000062	oboInOwl:hasDbXref	MONDO:0010092	MONDO:0010092	Filippi syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000064	oboInOwl:hasDbXref	MONDO:0009241	MONDO:0009241	fountain syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000065	oboInOwl:hasDbXref	MONDO:0009627	MONDO:0009627	Galloway-Mowat syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000066	oboInOwl:hasDbXref	MONDO:0012853	MONDO:0012853	Fontaine progeroid syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000067	oboInOwl:hasDbXref	MONDO:0000608	MONDO:0000608	familial juvenile hyperuricemic nephropathy		semapv:ManualMappingCuration	direct_existing
GARD:0000068	oboInOwl:hasDbXref	MONDO:0007073	MONDO:0007073	hypoglossia-hypodactyly syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000069	oboInOwl:hasDbXref	MONDO:0017879	MONDO:0017879	hantavirus pulmonary syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000070	oboInOwl:hasDbXref	MONDO:0007708	MONDO:0007708	Kasabach-Merritt syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000071	oboInOwl:hasDbXref	MONDO:0005118	MONDO:0005118	human granulocytic ehrlichiosis		semapv:ManualMappingCuration	direct_existing
GARD:0000072	oboInOwl:hasDbXref	MONDO:0000225	MONDO:0000225	human monocytic ehrlichiosis		semapv:ManualMappingCuration	direct_existing
GARD:0000073	oboInOwl:hasDbXref	MONDO:0010626	MONDO:0010626	hyper-IgM syndrome type 1		semapv:ManualMappingCuration	direct_existing
GARD:0000076	oboInOwl:hasDbXref	MONDO:0016535	MONDO:0016535	hypohidrotic ectodermal dysplasia		semapv:ManualMappingCuration	direct_existing
GARD:0000079	oboInOwl:hasDbXref	MONDO:0007982	MONDO:0007982	metaphyseal chondrodysplasia, Jansen type		semapv:ManualMappingCuration	direct_existing
GARD:0000080	oboInOwl:hasDbXref	MONDO:0009479	MONDO:0009479	Johanson-Blizzard syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000081	oboInOwl:hasDbXref	MONDO:0010663	MONDO:0010663	intellectual disability-hypotonic facies syndrome, X-linked, 1		semapv:ManualMappingCuration	direct_existing
GARD:0000082	oboInOwl:hasDbXref	MONDO:0007846	MONDO:0007846	KBG syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000083	oboInOwl:hasDbXref	MONDO:0007478	MONDO:0007478	autosomal dominant Kenny-Caffey syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000084	oboInOwl:hasDbXref	MONDO:0012071	MONDO:0012071	congenital generalized lipodystrophy type 1		semapv:ManualMappingCuration	direct_existing
GARD:0000085	oboInOwl:hasDbXref	MONDO:0017042	MONDO:0017042	thanatophoric dysplasia		semapv:ManualMappingCuration	direct_existing
GARD:0000086	oboInOwl:hasDbXref	MONDO:0011411	MONDO:0011411	Chudley-McCullough syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000087	oboInOwl:hasDbXref	MONDO:0018924	MONDO:0018924	microphthalmia, Lenz type		semapv:ManualMappingCuration	direct_existing
GARD:0000088	oboInOwl:hasDbXref	MONDO:0007894	MONDO:0007894	Leri pleonosteosis		semapv:ManualMappingCuration	direct_existing
GARD:0000089	oboInOwl:hasDbXref	MONDO:0042493	MONDO:0042493	gastric non-hodgkin lymphoma		semapv:ManualMappingCuration	direct_existing
GARD:0000091	oboInOwl:hasDbXref	MONDO:0042494	MONDO:0042494	childhood malignant melanoma		semapv:ManualMappingCuration	direct_existing
GARD:0000092	oboInOwl:hasDbXref	MONDO:0009552	MONDO:0009552	mal de Meleda		semapv:ManualMappingCuration	direct_existing
GARD:0000093	oboInOwl:hasDbXref	MONDO:0008009	MONDO:0008009	monilethrix		semapv:ManualMappingCuration	direct_existing
GARD:0000094	oboInOwl:hasDbXref	MONDO:0009653	MONDO:0009653	mucolipidosis type IV		semapv:ManualMappingCuration	direct_existing
GARD:0000095	oboInOwl:hasDbXref	MONDO:0009664	MONDO:0009664	mulibrey nanism		semapv:ManualMappingCuration	direct_existing
GARD:0000098	oboInOwl:hasDbXref	MONDO:0018940	MONDO:0018940	congenital myasthenic syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000101	oboInOwl:hasDbXref	MONDO:0018947	MONDO:0018947	centronuclear myopathy		semapv:ManualMappingCuration	direct_existing
GARD:0000102	oboInOwl:hasDbXref	MONDO:0000179	MONDO:0000179	Neu-Laxova syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000104	oboInOwl:hasDbXref	MONDO:0000463	MONDO:0000463	Ochoa syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000105	oboInOwl:hasDbXref	MONDO:0009767	MONDO:0009767	oculocerebral hypopigmentation syndrome, Cross type		semapv:ManualMappingCuration	direct_existing
GARD:0000106	oboInOwl:hasDbXref	MONDO:0008108	MONDO:0008108	oculocerebrocutaneous syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000107	oboInOwl:hasDbXref	MONDO:0019122	MONDO:0019122	idiopathic acute eosinophilic pneumonia		semapv:ManualMappingCuration	direct_existing
GARD:0000108	oboInOwl:hasDbXref	MONDO:0009897	MONDO:0009897	adult polyglucosan body disease		semapv:ManualMappingCuration	direct_existing
GARD:0000109	oboInOwl:hasDbXref	MONDO:0008153	MONDO:0008153	progressive osseous heteroplasia		semapv:ManualMappingCuration	direct_existing
GARD:0000111	oboInOwl:hasDbXref	MONDO:0018955	MONDO:0018955	recurrent respiratory papillomatosis		semapv:ManualMappingCuration	direct_existing
GARD:0000112	oboInOwl:hasDbXref	MONDO:0009971	MONDO:0009971	respiratory distress syndrome in premature infants		semapv:ManualMappingCuration	direct_existing
GARD:0000112	oboInOwl:hasDbXref	MONDO:0700081	MONDO:0700081	newborn respiratory distress syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000113	oboInOwl:hasDbXref	MONDO:0042495	MONDO:0042495	arteriosclerotic retinopathy		semapv:ManualMappingCuration	direct_existing
GARD:0000114	oboInOwl:hasDbXref	MONDO:0010699	MONDO:0010699	Charcot-Marie-Tooth disease X-linked recessive 5		semapv:ManualMappingCuration	direct_existing
GARD:0000115	oboInOwl:hasDbXref	MONDO:0007040	MONDO:0007040	Sakati-Nyhan syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000116	oboInOwl:hasDbXref	MONDO:0012221	MONDO:0012221	alpha-N-acetylgalactosaminidase deficiency type 1		semapv:ManualMappingCuration	direct_existing
GARD:0000117	oboInOwl:hasDbXref	MONDO:0010010	MONDO:0010010	Schinzel-Giedion syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000118	oboInOwl:hasDbXref	MONDO:0008411	MONDO:0008411	ulnar-mammary syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000120	oboInOwl:hasDbXref	MONDO:0000332	MONDO:0000332	sennetsu fever		semapv:ManualMappingCuration	direct_existing
GARD:0000121	oboInOwl:hasDbXref	MONDO:0009203	MONDO:0009203	focal facial dermal dysplasia type III		semapv:ManualMappingCuration	direct_existing
GARD:0000122	oboInOwl:hasDbXref	MONDO:0008429	MONDO:0008429	Singleton-Merten dysplasia		semapv:ManualMappingCuration	direct_existing
GARD:0000124	oboInOwl:hasDbXref	MONDO:0022414	MONDO:0022414	allain-babin-demarquez syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000125	oboInOwl:hasDbXref	MONDO:0007047	MONDO:0007047	punctate palmoplantar keratoderma type III		semapv:ManualMappingCuration	direct_existing
GARD:0000127	oboInOwl:hasDbXref	MONDO:0010090	MONDO:0010090	Summitt syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000130	oboInOwl:hasDbXref	MONDO:0023165	MONDO:0023165	florid cystic endosalpingiosis of the uterus		semapv:ManualMappingCuration	direct_existing
GARD:0000132	oboInOwl:hasDbXref	MONDO:0015301	MONDO:0015301	primary cutaneous amyloidosis		semapv:ManualMappingCuration	direct_existing
GARD:0000133	oboInOwl:hasDbXref	MONDO:0007047	MONDO:0007047	punctate palmoplantar keratoderma type III		semapv:ManualMappingCuration	direct_existing
GARD:0000134	oboInOwl:hasDbXref	MONDO:0008476	MONDO:0008476	spondyloepimetaphyseal dysplasia, Strudwick type		semapv:ManualMappingCuration	direct_existing
GARD:0000136	oboInOwl:hasDbXref	MONDO:0009098	MONDO:0009098	dextrocardia with unusual facies and microphthalmia		semapv:ManualMappingCuration	direct_existing
GARD:0000137	oboInOwl:hasDbXref	MONDO:0022930	MONDO:0022930	Dandy-Walker malformation with nasopharyngeal teratoma and diaphragmatic hernia		semapv:ManualMappingCuration	direct_existing
GARD:0000139	oboInOwl:hasDbXref	MONDO:0009719	MONDO:0009719	familial atrial myxoma		semapv:ManualMappingCuration	direct_existing
GARD:0000140	oboInOwl:hasDbXref	MONDO:0009476	MONDO:0009476	atresia of small intestine		semapv:ManualMappingCuration	direct_existing
GARD:0000143	oboInOwl:hasDbXref	MONDO:0007693	MONDO:0007693	hypertrichosis cubiti-short stature syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000144	oboInOwl:hasDbXref	MONDO:0009543	MONDO:0009543	prominent glabella-microcephaly-hypogenitalism syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000147	oboInOwl:hasDbXref	MONDO:0007923	MONDO:0007923	macrocephaly, benign familial		semapv:ManualMappingCuration	direct_existing
GARD:0000148	oboInOwl:hasDbXref	MONDO:0009544	MONDO:0009544	macrocephaly/megalencephaly syndrome, autosomal recessive		semapv:ManualMappingCuration	direct_existing
GARD:0000149	oboInOwl:hasDbXref	MONDO:0042705	MONDO:0042705	prostatic malacoplakia associated with prostatic abscess		semapv:ManualMappingCuration	direct_existing
GARD:0000150	oboInOwl:hasDbXref	MONDO:0042600	MONDO:0042600	Sammartino-Decreccio syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000151	oboInOwl:hasDbXref	MONDO:0042601	MONDO:0042601	Samson-Gardner syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000152	oboInOwl:hasDbXref	MONDO:0042602	MONDO:0042602	Samson-Viljoen syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000153	oboInOwl:hasDbXref	MONDO:0042603	MONDO:0042603	Sanderson-Fraser syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000154	oboInOwl:hasDbXref	MONDO:0042604	MONDO:0042604	Sandhaus-Ben-Ami syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000155	oboInOwl:hasDbXref	MONDO:0007615	MONDO:0007615	laurin-Sandrow syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000156	oboInOwl:hasDbXref	MONDO:0018939	MONDO:0018939	muscle-eye-brain disease		semapv:ManualMappingCuration	direct_existing
GARD:0000157	oboInOwl:hasDbXref	MONDO:0009342	MONDO:0009342	Hirschsprung disease-hearing loss-polydactyly syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000158	oboInOwl:hasDbXref	MONDO:0010008	MONDO:0010008	sarcosinemia		semapv:ManualMappingCuration	direct_existing
GARD:0000159	oboInOwl:hasDbXref	MONDO:0008404	MONDO:0008404	scalp-ear-nipple syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000160	oboInOwl:hasDbXref	MONDO:0010922	MONDO:0010922	Satoyoshi syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000161	oboInOwl:hasDbXref	MONDO:0042717	MONDO:0042717	Saul-Wilkes-Stevenson syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000162	oboInOwl:hasDbXref	MONDO:0008402	MONDO:0008402	cleft palate-large ears-small head syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000166	oboInOwl:hasDbXref	MONDO:0010011	MONDO:0010011	schizencephaly		semapv:ManualMappingCuration	direct_existing
GARD:0000166	oboInOwl:hasDbXref	MONDO:0018829	MONDO:0018829	familial schizencephaly		semapv:ManualMappingCuration	direct_existing
GARD:0000169	oboInOwl:hasDbXref	MONDO:0010013	MONDO:0010013	schneckenbecken dysplasia		semapv:ManualMappingCuration	direct_existing
GARD:0000170	oboInOwl:hasDbXref	MONDO:0023663	MONDO:0023663	obsolete macrocephaly mesodermal hamartoma spectrum		semapv:ManualMappingCuration	direct_existing
GARD:0000171	oboInOwl:hasDbXref	MONDO:0023609	MONDO:0023609	le Marec-Bracq-Picaud syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000172	oboInOwl:hasDbXref	MONDO:0042724	MONDO:0042724	macrocephaly, intellectual disability, short stature, spastic paraplegia and cns malformations		semapv:ManualMappingCuration	direct_existing
GARD:0000173	oboInOwl:hasDbXref	MONDO:0009545	MONDO:0009545	macroepiphyseal dysplasia with osteoporosis, wrinkled skin, and aged appearance		semapv:ManualMappingCuration	direct_existing
GARD:0000174	oboInOwl:hasDbXref	MONDO:0042726	MONDO:0042726	macrogyria, pseudobulbar palsy and intellectual disability		semapv:ManualMappingCuration	direct_existing
GARD:0000175	oboInOwl:hasDbXref	MONDO:0010027	MONDO:0010027	free sialic acid storage disease, infantile form		semapv:ManualMappingCuration	direct_existing
GARD:0000176	oboInOwl:hasDbXref	MONDO:0018942	MONDO:0018942	macrophagic myofasciitis		semapv:ManualMappingCuration	direct_existing
GARD:0000177	oboInOwl:hasDbXref	MONDO:0009547	MONDO:0009547	macrosomia-microphthalmia-cleft palate syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000178	oboInOwl:hasDbXref	MONDO:0008008	MONDO:0008008	MOMO syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000179	oboInOwl:hasDbXref	MONDO:0015912	MONDO:0015912	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss		semapv:ManualMappingCuration	direct_existing
GARD:0000180	oboInOwl:hasDbXref	MONDO:0015912	MONDO:0015912	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss		semapv:ManualMappingCuration	direct_existing
GARD:0000181	oboInOwl:hasDbXref	MONDO:0019353	MONDO:0019353	Stargardt disease		semapv:ManualMappingCuration	direct_existing
GARD:0000182	oboInOwl:hasDbXref	MONDO:0007931	MONDO:0007931	vitelliform macular dystrophy 2		semapv:ManualMappingCuration	direct_existing
GARD:0000183	oboInOwl:hasDbXref	MONDO:0001112	MONDO:0001112	bubonic plague		semapv:ManualMappingCuration	direct_existing
GARD:0000184	oboInOwl:hasDbXref	MONDO:0007921	MONDO:0007921	yellow nail syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000185	oboInOwl:hasDbXref	MONDO:0042605	MONDO:0042605	Y chromosome infertility due to DAZ1 deletion		semapv:ManualMappingCuration	direct_existing
GARD:0000188	oboInOwl:hasDbXref	MONDO:0010457	MONDO:0010457	Ogden syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000189	oboInOwl:hasDbXref	MONDO:0023059	MONDO:0023059	Elliott ludman Teebi syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000191	oboInOwl:hasDbXref	MONDO:0023540	MONDO:0023540	Kashani-Strom-Utley syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000192	oboInOwl:hasDbXref	MONDO:0015324	MONDO:0015324	cataract-intellectual disability-anal atresia-urinary defects syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000193	oboInOwl:hasDbXref	MONDO:0017138	MONDO:0017138	Opitz G/BBB syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000194	oboInOwl:hasDbXref	MONDO:0013166	MONDO:0013166	GABA aminotransaminase deficiency		semapv:ManualMappingCuration	direct_existing
GARD:0000195	oboInOwl:hasDbXref	MONDO:0008224	MONDO:0008224	hyperkalemic periodic paralysis		semapv:ManualMappingCuration	direct_existing
GARD:0000196	oboInOwl:hasDbXref	MONDO:0042496	MONDO:0042496	ergotism		semapv:ManualMappingCuration	direct_existing
GARD:0000198	oboInOwl:hasDbXref	MONDO:0009672	MONDO:0009672	spinal muscular atrophy, type III		semapv:ManualMappingCuration	direct_existing
GARD:0000199	oboInOwl:hasDbXref	MONDO:0022644	MONDO:0022644	cardiac hydatid cysts with intracavitary expansion		semapv:ManualMappingCuration	direct_existing
GARD:0000200	oboInOwl:hasDbXref	MONDO:0018616	MONDO:0018616	central serous chorioretinopathy		semapv:ManualMappingCuration	direct_existing
GARD:0000201	oboInOwl:hasDbXref	MONDO:0007198	MONDO:0007198	Ascher syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000203	oboInOwl:hasDbXref	MONDO:0022901	MONDO:0022901	Crohn disease of the esophagus		semapv:ManualMappingCuration	direct_existing
GARD:0000204	oboInOwl:hasDbXref	MONDO:0022983	MONDO:0022983	Dieterich disease		semapv:ManualMappingCuration	direct_existing
GARD:0000206	oboInOwl:hasDbXref	MONDO:0019005	MONDO:0019005	nephronophthisis		semapv:ManualMappingCuration	direct_existing
GARD:0000207	oboInOwl:hasDbXref	MONDO:0017282	MONDO:0017282	alveolar echinococcosis		semapv:ManualMappingCuration	direct_existing
GARD:0000208	oboInOwl:hasDbXref	MONDO:0023238	MONDO:0023238	giant mammary hamartoma		semapv:ManualMappingCuration	direct_existing
GARD:0000210	oboInOwl:hasDbXref	MONDO:0042498	MONDO:0042498	Ruzicka-Goerz-Anton syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000212	oboInOwl:hasDbXref	MONDO:0008396	MONDO:0008396	oculodental syndrome, Rutherfurd type		semapv:ManualMappingCuration	direct_existing
GARD:0000213	oboInOwl:hasDbXref	MONDO:0015944	MONDO:0015944	axial mesodermal dysplasia spectrum		semapv:ManualMappingCuration	direct_existing
GARD:0000215	oboInOwl:hasDbXref	MONDO:0010831	MONDO:0010831	familial caudal dysgenesis		semapv:ManualMappingCuration	direct_existing
GARD:0000216	oboInOwl:hasDbXref	MONDO:0011262	MONDO:0011262	camptodactyly, myopia, and fibrosis of the medial rectus muscle of eye		semapv:ManualMappingCuration	direct_existing
GARD:0000217	oboInOwl:hasDbXref	MONDO:0009602	MONDO:0009602	metaphyseal modeling abnormality, skin lesions, and spastic paraplegia		semapv:ManualMappingCuration	direct_existing
GARD:0000218	oboInOwl:hasDbXref	MONDO:0009379	MONDO:0009379	Rotor syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000219	oboInOwl:hasDbXref	MONDO:0018960	MONDO:0018960	congenital primary megaureter		semapv:ManualMappingCuration	direct_existing
GARD:0000220	oboInOwl:hasDbXref	MONDO:0018920	MONDO:0018920	peripartum cardiomyopathy		semapv:ManualMappingCuration	direct_existing
GARD:0000221	oboInOwl:hasDbXref	MONDO:0016333	MONDO:0016333	familial dilated cardiomyopathy		semapv:ManualMappingCuration	direct_existing
GARD:0000223	oboInOwl:hasDbXref	MONDO:0001569	MONDO:0001569	acoustic neuroma		semapv:ManualMappingCuration	direct_existing
GARD:0000224	oboInOwl:hasDbXref	MONDO:0008359	MONDO:0008359	radio-renal syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000225	oboInOwl:hasDbXref	MONDO:0019671	MONDO:0019671	radial hemimelia		semapv:ManualMappingCuration	direct_existing
GARD:0000226	oboInOwl:hasDbXref	MONDO:0009874	MONDO:0009874	Rabson-Mendenhall syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000229	oboInOwl:hasDbXref	MONDO:0011157	MONDO:0011157	Gomez-Lopez-Hernandez syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000230	oboInOwl:hasDbXref	MONDO:0007991	MONDO:0007991	microcephaly-deafness-intellectual disability syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000231	oboInOwl:hasDbXref	MONDO:0011380	MONDO:0011380	leukoencephalopathy with vanishing white matter		semapv:ManualMappingCuration	direct_existing
GARD:0000232	oboInOwl:hasDbXref	MONDO:0015268	MONDO:0015268	medullary sponge kidney		semapv:ManualMappingCuration	direct_existing
GARD:0000233	oboInOwl:hasDbXref	MONDO:0022921	MONDO:0022921	obsolete short stature-microcephaly-heart defect syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000234	oboInOwl:hasDbXref	MONDO:0009070	MONDO:0009070	D-glyceric aciduria		semapv:ManualMappingCuration	direct_existing
GARD:0000236	oboInOwl:hasDbXref	MONDO:0016350	MONDO:0016350	hydrocephalus-blue sclerae-nephropathy syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000237	oboInOwl:hasDbXref	MONDO:0009533	MONDO:0009533	Dahlberg-Borer-Newcomer syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000238	oboInOwl:hasDbXref	MONDO:0008118	MONDO:0008118	odontomatosis-aortae esophagus stenosis syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000239	oboInOwl:hasDbXref	MONDO:0009620	MONDO:0009620	Say-Barber-Miller syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000240	oboInOwl:hasDbXref	MONDO:0042902	MONDO:0042902	Say-Carpenter syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000241	oboInOwl:hasDbXref	MONDO:0008403	MONDO:0008403	scalp defects-postaxial polydactyly syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000242	oboInOwl:hasDbXref	MONDO:0008606	MONDO:0008606	Say-field-Coldwell syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000243	oboInOwl:hasDbXref	MONDO:0010749	MONDO:0010749	trigonocephaly-short stature-developmental delay syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000246	oboInOwl:hasDbXref	MONDO:0018976	MONDO:0018976	schisis association		semapv:ManualMappingCuration	direct_existing
GARD:0000247	oboInOwl:hasDbXref	MONDO:0010728	MONDO:0010728	SCARF syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000248	oboInOwl:hasDbXref	MONDO:0015325	MONDO:0015325	cataract-deafness-hypogonadism syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000249	oboInOwl:hasDbXref	MONDO:0021021	MONDO:0021021	craniodiaphyseal dysplasia, autosomal dominant		semapv:ManualMappingCuration	direct_existing
GARD:0000250	oboInOwl:hasDbXref	MONDO:0009717	MONDO:0009717	Schwartz-Jampel syndrome		semapv:ManualMappingCuration	direct_existing
GARD:0000253	oboInOwl:hasDbXref	MONDO:0042911	MONDO:0042911	Schwartz-Cohen-addad-Lambert syndrome		semapv:ManualMappingCuration	direct_existing
