subject_id	predicate_id	object_id	mondo_id	mondo_label	gard_mondo_mapping_type
GARD:0000264			MONDO:0009191	Lowry-Wood syndrome	direct_existing
GARD:0000265			MONDO:0011083	trichodental syndrome	direct_existing
GARD:0000267			MONDO:0009720	Keipert syndrome	direct_existing
GARD:0000269			MONDO:0007836	IVIC syndrome	direct_existing
GARD:0000270			MONDO:0011053	intellectual disability-sparse hair-brachydactyly syndrome	direct_existing
GARD:0000271			MONDO:0042924	Vagneur-Triolle-Ripert syndrome	direct_existing
GARD:0000272			MONDO:0010172	VACTERL with hydrocephalus	direct_existing
GARD:0000273			MONDO:0010208	wrinkly skin syndrome	direct_existing
GARD:0000274			MONDO:0010243	X-linked immunoneurologic disorder	direct_existing
GARD:0000276			MONDO:0013914	hypogonadotropic hypogonadism 12 with or without anosmia	direct_existing
GARD:0000277			MONDO:0009873	pilodental dysplasia-refractive errors syndrome	direct_existing
GARD:0000280			MONDO:0015883	hidrotic ectodermal dysplasia, Halal type	direct_existing
GARD:0000282			MONDO:0009821	lethal osteosclerotic bone dysplasia	direct_existing
GARD:0000284			MONDO:0011166	lymphedema-atrial septal defects-facial changes syndrome	direct_existing
GARD:0000287			MONDO:0009402	acrofrontofacionasal dysostosis 2	direct_existing
GARD:0000288			MONDO:0009318	Hallermann-Streiff syndrome	direct_existing
GARD:0000290			MONDO:0022851	Dennis-Fairhurst-Moore syndrome	direct_existing
GARD:0000291			MONDO:0008020	multiple exostoses with spastic tetraparesis	direct_existing
GARD:0000292			MONDO:0009444	ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome	direct_existing
GARD:0000293			MONDO:0010001	ectodermal dysplasia-blindness syndrome	direct_existing
GARD:0000294			MONDO:0023066	enchondromatosis dwarfism deafness	direct_existing
GARD:0000296			MONDO:0010855	short tarsus-absence of lower eyelashes syndrome	direct_existing
GARD:0000298			MONDO:0009417	hypergonadotropic hypogonadism-cataract syndrome	direct_existing
GARD:0000299			MONDO:0009177	late-onset localized junctional epidermolysis bullosa-intellectual disability syndrome	direct_existing
GARD:0000301			MONDO:0010131	thyroid hormone resistance, generalized, autosomal recessive	direct_existing
GARD:0000302			MONDO:0012548	Kostmann syndrome	direct_existing
GARD:0000303			MONDO:0023513	Jeune syndrome situs inversus	direct_existing
GARD:0000304			MONDO:0008523	Blau syndrome	direct_existing
GARD:0000305			MONDO:0009084	conductive deafness-ptosis-skeletal anomalies syndrome	direct_existing
GARD:0000306			MONDO:0008828	camptodactyly-arthropathy-coxa vara-pericarditis syndrome	direct_existing
GARD:0000307			MONDO:0007838	Jacobsen syndrome	direct_existing
GARD:0000309			MONDO:0023154	fibromatosis multiple non ossifying	direct_existing
GARD:0000310			MONDO:0010221	CHIME syndrome	direct_existing
GARD:0000311			MONDO:0042956	Saal-Bulas syndrome	direct_existing
GARD:0000312			MONDO:0019978	Robinow syndrome	direct_existing
GARD:0000313			MONDO:0008886	Sabinas brittle hair syndrome	direct_existing
GARD:0000314			MONDO:0010005	saccharopinuria	direct_existing
GARD:0000315			MONDO:0042960	Sackey-Sakati-Aur syndrome	direct_existing
GARD:0000317			MONDO:0042961	sacral hemangiomas multiple congenital abnormalities	direct_existing
GARD:0000319			MONDO:0042727	sacrococcygeal teratoma	direct_existing
GARD:0000320			MONDO:0009233	Fibulo-ulnar hypoplasia-renal anomalies syndrome	direct_existing
GARD:0000321			MONDO:0009724	nail-patella-like renal disease	direct_existing
GARD:0000322			MONDO:0017842	Senior-Loken syndrome	direct_existing
GARD:0000324			MONDO:0042962	Slti-Salem syndrome	direct_existing
GARD:0000325			MONDO:0019805	twin to twin transfusion syndrome	direct_existing
GARD:0000328			MONDO:0042963	wandering spleen	direct_existing
GARD:0000329			MONDO:0019547	Wells syndrome	direct_existing
GARD:0000330			MONDO:0009910	Wiedemann-Rautenstrauch syndrome	direct_existing
GARD:0000331			MONDO:0008995	Yunis-Varon syndrome	direct_existing
GARD:0000332			MONDO:0007412	Beare-Stevenson cutis gyrata syndrome	direct_existing
GARD:0000333			MONDO:0007922	lymphedema-distichiasis syndrome	direct_existing
GARD:0000334			MONDO:0007483	dyschromatosis symmetrica hereditaria	direct_existing
GARD:0000336			MONDO:0010046	hereditary spastic paraplegia 23	direct_existing
GARD:0000338			MONDO:0043069	Zerres Rietschel Majewski syndrome	direct_existing
GARD:0000339			MONDO:0043071	Zazam Sheriff Phillips syndrome	direct_existing
GARD:0000340			MONDO:0043073	Zadik-Barak-Levin syndrome	direct_existing
GARD:0000341			MONDO:0010220	Young syndrome	direct_existing
GARD:0000343			MONDO:0009166	pontocerebellar hypoplasia type 4	direct_existing
GARD:0000344			MONDO:0009921	holoprosencephaly-postaxial polydactyly syndrome	direct_existing
GARD:0000345			MONDO:0017614	X-linked intellectual disability-hypogonadism-ichthyosis-obesity-short stature syndrome	direct_existing
GARD:0000346			MONDO:0018045	Hoyeraal-Hreidarsson syndrome	direct_existing
GARD:0000347			MONDO:0010802	pancreatic hypoplasia-diabetes-congenital heart disease syndrome	direct_existing
GARD:0000348			MONDO:0003402	testicular yolk sac tumor	direct_existing
GARD:0000349			MONDO:0043075	neuroaxonal dystrophy renal tubular acidosis	direct_existing
GARD:0000350			MONDO:0011011	skeletal dysplasia-epilepsy-short stature syndrome	direct_existing
GARD:0000351			MONDO:0008158	dacryocystitis-osteopoikilosis syndrome	direct_existing
GARD:0000352			MONDO:0016219	dysmorphism-pectus carinatum-joint laxity syndrome	direct_existing
GARD:0000353			MONDO:0023573	Kozlowski Warren Fisher syndrome	direct_existing
GARD:0000354			MONDO:0009814	osteopenia-intellectual disability-sparse hair syndrome	direct_existing
GARD:0000357			MONDO:0009634	microtia with meatal atresia and conductive deafness	direct_existing
GARD:0000358			MONDO:0010708	Pallister-W syndrome	direct_existing
GARD:0000359			MONDO:0009032	cranioectodermal dysplasia	direct_existing
GARD:0000360			MONDO:0010554	Abruzzo-Erickson syndrome	direct_existing
GARD:0000361			MONDO:0019795	acalvaria	direct_existing
GARD:0000362			MONDO:0022425	alpha-thalassemia-abnormal morphogenesis	direct_existing
GARD:0000363			MONDO:0013571	acatalasia	direct_existing
GARD:0000364			MONDO:0015237	arrhinia	direct_existing
GARD:0000365			MONDO:0013301	aromatase deficiency	direct_existing
GARD:0000366			MONDO:0021921	Arnold stickler bourne syndrome	direct_existing
GARD:0000368			MONDO:0009513	laryngo-onycho-cutaneous syndrome	direct_existing
GARD:0000369			MONDO:0010558	choroideremia-deafness-obesity syndrome	direct_existing
GARD:0000370			MONDO:0008966	Aagenaes syndrome	direct_existing
GARD:0000371			MONDO:0010816	Qazi Markouizos syndrome	direct_existing
GARD:0000372			MONDO:0011035	neurofibromatosis-Noonan syndrome	direct_existing
GARD:0000373			MONDO:0018103	Quinquaud's folliculitis decalvans	direct_existing
GARD:0000374			MONDO:0010883	pectus excavatum-macrocephaly-dysplastic nails syndrome	direct_existing
GARD:0000375			MONDO:0009151	cleft lip/palate-ectodermal dysplasia syndrome	direct_existing
GARD:0000376			MONDO:0008700	acheiropody	direct_existing
GARD:0000377			MONDO:0007062	congenital absence/hypoplasia of fingers excluding thumb, unilateral	direct_existing
GARD:0000378			MONDO:0007837	Johnson neuroectodermal syndrome	direct_existing
GARD:0000379			MONDO:0017609	renal tubular dysgenesis	direct_existing
GARD:0000380			MONDO:0800167	Knobloch syndrome 1	direct_existing
GARD:0000381			MONDO:0015234	arachnodactyly-abnormal ossification-intellectual disability syndrome	direct_existing
GARD:0000383			MONDO:0008156	autosomal dominant osteopetrosis 2	direct_existing
GARD:0000384			MONDO:0007072	ADULT syndrome	direct_existing
GARD:0000385			MONDO:0000200	Zimmermann-Laband syndrome	direct_existing
GARD:0000386			MONDO:0010110	tetraamelia-multiple malformations syndrome	direct_existing
GARD:0000387			MONDO:0010023	combined immunodeficiency due to ZAP70 deficiency	direct_existing
GARD:0000388			MONDO:0011052	amelia cleft lip palate hydrocephalus iris coloboma	direct_existing
GARD:0000390			MONDO:0007764	autosomal dominant osteosclerosis, Worth type	direct_existing
GARD:0000391			MONDO:0008155	osteomesopyknosis	direct_existing
GARD:0000392			MONDO:0043077	weinstein kliman scully syndrome	direct_existing
GARD:0000393			MONDO:0019498	tungiasis	direct_existing
GARD:0000394			MONDO:0011320	radioulnar synostosis-microcephaly-scoliosis syndrome	direct_existing
GARD:0000395			MONDO:0009978	retinal degeneration-nanophthalmos-glaucoma syndrome	direct_existing
GARD:0000396			MONDO:0018077	tularemia	direct_existing
GARD:0000398			MONDO:0021964	bagatelle Cassidy syndrome	direct_existing
GARD:0000399			MONDO:0100249	46,XX testicular disorder of sex development	direct_existing
GARD:0000400			MONDO:0009263	GAPO syndrome	direct_existing
GARD:0000404			MONDO:0011020	osteoporosis-oculocutaneous hypopigmentation syndrome	direct_existing
GARD:0000405			MONDO:0010082	subaortic stenosis-short stature syndrome	direct_existing
GARD:0000406			MONDO:0007628	foveal hypoplasia 1	direct_existing
GARD:0000407			MONDO:0009196	ermine phenotype	direct_existing
GARD:0000408			MONDO:0009879	short stature due to growth hormone qualitative anomaly	direct_existing
GARD:0000409			MONDO:0010840	pachygyria-intellectual disability-epilepsy syndrome	direct_existing
GARD:0000411			MONDO:0009426	hypoparathyroidism-retardation-dysmorphism syndrome	direct_existing
GARD:0000412			MONDO:0007313	cheilitis glandularis	direct_existing
GARD:0000413			MONDO:0009271	geroderma osteodysplastica	direct_existing
GARD:0000414			MONDO:0009437	Bamforth-Lazarus syndrome	direct_existing
GARD:0000415			MONDO:0008694	pseudoprogeria syndrome	direct_existing
GARD:0000417			MONDO:0021845	Aloi Tomasini Isaia syndrome	direct_existing
GARD:0000418			MONDO:0009846	pentosuria	direct_existing
GARD:0000420			MONDO:0010159	mismatch repair cancer syndrome 1	direct_existing
GARD:0000422			MONDO:0017921	hearing loss-familial salivary gland insensitivity to aldosterone syndrome	direct_existing
GARD:0000424			MONDO:0008811	XK aprosencephaly	direct_existing
GARD:0000425			MONDO:0011927	tufted angioma	direct_existing
GARD:0000427			MONDO:0008665	ptosis-vocal cord paralysis syndrome	direct_existing
GARD:0000429			MONDO:0015167	amniotic band syndrome	direct_existing
GARD:0000431			MONDO:0010920	microtia	direct_existing
GARD:0000432			MONDO:0018093	arbovirus fever	direct_existing
GARD:0000433			MONDO:0009025	apparent mineralocorticoid excess	direct_existing
GARD:0000434			MONDO:0010611	X-linked hydrocephalus with stenosis of the aqueduct of Sylvius	direct_existing
GARD:0000435			MONDO:0016051	cleft lip-retinopathy syndrome	direct_existing
GARD:0000436			MONDO:0019355	adult-onset Still disease	direct_existing
GARD:0000438			MONDO:0011968	autosomal recessive limb-girdle muscular dystrophy type 2D	direct_existing
GARD:0000439			MONDO:0021726	abdominal cystic lymphangioma	direct_existing
GARD:0000448			MONDO:0009452	Vici syndrome	direct_existing
GARD:0000453			MONDO:0008696	acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome	direct_existing
GARD:0000454			MONDO:0019034	accessory pancreas	direct_existing
GARD:0000456			MONDO:0008699	achalasia microcephaly syndrome	direct_existing
GARD:0000457			MONDO:0009279	triple-A syndrome	direct_existing
GARD:0000458			MONDO:0012185	spondylometaphyseal dysplasia, A4 type	direct_existing
GARD:0000459			MONDO:0008701	achondrogenesis type IA	direct_existing
GARD:0000460			MONDO:0010966	achondrogenesis type IB	direct_existing
GARD:0000463			MONDO:0008704	short-limb skeletal dysplasia with severe combined immunodeficiency	direct_existing
GARD:0000465			MONDO:0009475	isovaleric acidemia	direct_existing
GARD:0000467			MONDO:0011628	propionic acidemia	direct_existing
GARD:0000468			MONDO:0018442	acitretin/etretinate embryopathy	direct_existing
GARD:0000469			MONDO:0008706	Ackerman syndrome	direct_existing
GARD:0000475			MONDO:0016990	acquired prothrombin deficiency	direct_existing
GARD:0000476			MONDO:0018683	acquired ichthyosis	direct_existing
GARD:0000478			MONDO:0021761	acral dysostosis dyserythropoiesis syndrome	direct_existing
GARD:0000480			MONDO:0008707	acro-renal-mandibular syndrome	direct_existing
GARD:0000483			MONDO:0021762	acrocoxomesomelic dysplasia	direct_existing
GARD:0000484			MONDO:0008715	acrofrontofacionasal dysostosis	direct_existing
GARD:0000486			MONDO:0008709	acrocephalopolydactyly	direct_existing
GARD:0000486			MONDO:0019796	acrocephalosyndactyly	direct_existing
GARD:0000491			MONDO:0017568	Prata-Liberal-Goncalves syndrome	direct_existing
GARD:0000494			MONDO:0007045	acrofacial dysostosis, Catania type	direct_existing
GARD:0000495			MONDO:0021764	acrofacial dysostosis Preis type	direct_existing
GARD:0000496			MONDO:0008714	acrofacial dysostosis Rodriguez type	direct_existing
GARD:0000497			MONDO:0008673	acrofacial dysostosis, Weyers type	direct_existing
GARD:0000498			MONDO:0007943	Nager acrofacial dysostosis	direct_existing
GARD:0000499			MONDO:0011154	acrofacial dysostosis, Palagonia type	direct_existing
GARD:0000500			MONDO:0007050	acromegaloid changes, cutis verticis gyrata, and corneal leukoma	direct_existing
GARD:0000501			MONDO:0007051	acromegaloid facial appearance syndrome	direct_existing
GARD:0000502			MONDO:0019940	hypertrichosis-acromegaloid facial appearance syndrome	direct_existing
