# creator_id: 0000-0002-2906-7319
# curie_map:
#   GARD: http://purl.obolibrary.org/obo/GARD_
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   semapv: https://w3id.org/semapv/
#   skos: http://www.w3.org/2004/02/skos/core#
# license: http://w3id.org/sssom/license/unspecified
object_id	subject_id	predicate_id	proxy_id	object_label
MONDO:0005055	GARD:6814	MONDO:equivalentTo	Orphanet:33276	Kaposi's sarcoma
MONDO:0005058	GARD:6880	MONDO:equivalentTo	Orphanet:64720	leiomyosarcoma
MONDO:0005060	GARD:6913	MONDO:equivalentTo	Orphanet:69078	liposarcoma
MONDO:0005062	GARD:20548	MONDO:equivalentTo	Orphanet:223735	lymphoma
MONDO:0005072	GARD:7185	MONDO:equivalentTo	Orphanet:635	neuroblastoma
MONDO:0005077	GARD:8692	MONDO:equivalentTo	Orphanet:1489	pertussis
MONDO:0005081	GARD:12924	MONDO:equivalentTo	Orphanet:275555	preeclampsia
MONDO:0005086	GARD:13215	MONDO:equivalentTo	Orphanet:217071	renal cell carcinoma
MONDO:0005086	GARD:8417	skos:broadMatch	Orphanet:217071	renal cell carcinoma
MONDO:0005091	GARD:9237	MONDO:equivalentTo	Orphanet:140896	severe acute respiratory syndrome
MONDO:0005100	GARD:9748	MONDO:equivalentTo	Orphanet:90291	systemic sclerosis
MONDO:0005103	GARD:19721	MONDO:equivalentTo	Orphanet:99971	well-differentiated liposarcoma
MONDO:0005116	GARD:7889	MONDO:equivalentTo	Orphanet:3452	Whipple disease
MONDO:0005124	GARD:6886	MONDO:equivalentTo	Orphanet:548	leprosy
MONDO:0005136	GARD:6961	MONDO:equivalentTo	Orphanet:673	malaria
MONDO:0005153	GARD:20488	MONDO:equivalentTo	Orphanet:213772	cervical adenocarcinoma
MONDO:0005164	GARD:2327	MONDO:equivalentTo	Orphanet:2030	fibrosarcoma
MONDO:0005181	GARD:4503	MONDO:equivalentTo	Orphanet:520820	progressive external ophthalmoplegia
MONDO:0005197	GARD:19767	MONDO:equivalentTo	Orphanet:100100	thymus neoplasm
MONDO:0005198	GARD:19876	MONDO:equivalentTo	Orphanet:137583	vulvar intraepithelial neoplasia
MONDO:0005201	GARD:20531	MONDO:equivalentTo	Orphanet:217632	restrictive cardiomyopathy
MONDO:0005210	GARD:20476	MONDO:equivalentTo	Orphanet:213620	uterine corpus sarcoma
MONDO:0005212	GARD:11951	MONDO:equivalentTo	Orphanet:780	rhabdomyosarcoma
MONDO:0005215	GARD:9349	MONDO:equivalentTo	Orphanet:494418	vulvar carcinoma
MONDO:0005220	GARD:9573	MONDO:equivalentTo	Orphanet:247203	collecting duct carcinoma
MONDO:0005223	GARD:19588	MONDO:equivalentTo	Orphanet:98832	acute myeloid leukemia with minimal differentiation
MONDO:0005224	GARD:526	MONDO:equivalentTo	Orphanet:98833	acute myeloblastic leukemia without maturation
MONDO:0005272	GARD:19585	MONDO:equivalentTo	Orphanet:98826	myelodysplastic syndrome with single lineage dysplasia
MONDO:0005308	GARD:21544	MONDO:equivalentTo	Orphanet:363250	ciliopathy
MONDO:0005312	GARD:20510	MONDO:equivalentTo	Orphanet:217067	pouchitis
MONDO:0005313	GARD:9767	MONDO:equivalentTo	Orphanet:391673	necrotizing enterocolitis
MONDO:0005321	GARD:10018	MONDO:equivalentTo	Orphanet:98974	Fuchs' endothelial dystrophy
MONDO:0005380	GARD:21657	MONDO:equivalentTo	Orphanet:399158	osteonecrosis
MONDO:0005388	GARD:7459	MONDO:equivalentTo	Orphanet:186	primary biliary cholangitis
MONDO:0005440	GARD:5140	MONDO:equivalentTo	Orphanet:180226	embryonal carcinoma
MONDO:0005459	GARD:7826	MONDO:equivalentTo	Orphanet:3385	human African trypanosomiasis
MONDO:0005486	GARD:16908	MONDO:equivalentTo	Orphanet:99798	tooth agenesis
MONDO:0005498	GARD:943	MONDO:equivalentTo	Orphanet:1267	botulism
MONDO:0005502	GARD:6254	MONDO:equivalentTo	Orphanet:99828	dengue disease
MONDO:0005504	GARD:1875	MONDO:equivalentTo	Orphanet:1679	diphtheria
MONDO:0005505	GARD:10640	MONDO:equivalentTo	Orphanet:251946	dysembryoplastic neuroepithelial tumor
MONDO:0005508	GARD:7035	MONDO:equivalentTo	Orphanet:321	hereditary multiple osteochondromas
MONDO:0005512	GARD:20102	MONDO:equivalentTo	Orphanet:168811	malignant peritoneal mesothelioma
MONDO:0005514	GARD:16637	MONDO:equivalentTo	Orphanet:35612	nanophthalmia
MONDO:0005526	GARD:5144	MONDO:equivalentTo	Orphanet:3299	tetanus
MONDO:0005543	GARD:22251	MONDO:equivalentTo	Orphanet:563576	autoimmune hepatitis type 1
MONDO:0005563	GARD:21852	MONDO:equivalentTo	Orphanet:443167	nut midline carcinoma
MONDO:0005570	GARD:22522	MONDO:equivalentTo	Orphanet:97992	hematologic disorder
MONDO:0005571	GARD:19466	MONDO:equivalentTo	Orphanet:98427	polycythemia
MONDO:0005580	GARD:18901	MONDO:equivalentTo	Orphanet:99977	esophageal squamous cell carcinoma
MONDO:0005595	GARD:17908	MONDO:equivalentTo	Orphanet:494550	laryngeal squamous cell carcinoma
MONDO:0005601	GARD:21651	MONDO:equivalentTo	Orphanet:398961	ovarian mucinous adenocarcinoma
MONDO:0005615	GARD:13446	MONDO:equivalentTo	Orphanet:86855	plasmacytoma
MONDO:0005619	GARD:9564	MONDO:equivalentTo	Orphanet:99745	typhoid fever
MONDO:0005620	GARD:10266	MONDO:equivalentTo	Orphanet:85458	cerebral amyloid angiopathy
MONDO:0005629	GARD:9285	MONDO:equivalentTo	Orphanet:67043	Acanthamoeba keratitis
MONDO:0005631	GARD:5728	MONDO:equivalentTo	Orphanet:457095	actinomycosis
MONDO:0005645	GARD:9742	MONDO:equivalentTo	Orphanet:78	ancylostomiasis
MONDO:0005657	GARD:5856	MONDO:equivalentTo	Orphanet:1163	aspergillosis
MONDO:0005661	GARD:5878	MONDO:equivalentTo	Orphanet:108	babesiosis
MONDO:0005662	GARD:809	MONDO:equivalentTo	Orphanet:1223	balantidiasis
MONDO:0005668	GARD:16924	MONDO:equivalentTo	Orphanet:99908	bird fancier's lung
MONDO:0005674	GARD:13046	MONDO:equivalentTo	Orphanet:363976	bone giant cell tumor
MONDO:0005680	GARD:19725	MONDO:equivalentTo	Orphanet:99990	Brill-Zinsser disease
MONDO:0005683	GARD:5966	MONDO:equivalentTo	Orphanet:1304	brucellosis
MONDO:0005692	GARD:27	MONDO:equivalentTo	Orphanet:50839	cat-scratch disease
MONDO:0005706	GARD:9525	MONDO:equivalentTo	Orphanet:228123	coccidioidomycosis
MONDO:0005708	GARD:19042	MONDO:equivalentTo	Orphanet:83595	Colorado tick fever
MONDO:0005710	GARD:20109	MONDO:equivalentTo	Orphanet:168966	composite lymphoma
MONDO:0005711	GARD:1481	MONDO:equivalentTo	Orphanet:2140	congenital diaphragmatic hernia
MONDO:0005714	GARD:22036	MONDO:equivalentTo	Orphanet:499009	congenital syphilis
MONDO:0005715	GARD:18708	MONDO:equivalentTo	Orphanet:858	congenital toxoplasmosis
MONDO:0005724	GARD:6218	MONDO:equivalentTo	Orphanet:1546	cryptococcosis
MONDO:0005725	GARD:9528	MONDO:equivalentTo	Orphanet:210	cyclosporiasis
MONDO:0005736	GARD:10821	MONDO:equivalentTo	Orphanet:83594	eastern equine encephalitis
MONDO:0005737	GARD:2035	MONDO:equivalentTo	Orphanet:319218	Ebola hemorrhagic fever
MONDO:0005744	GARD:348	MONDO:equivalentTo	Orphanet:876	yolk sac tumor
MONDO:0005761	GARD:3321	MONDO:equivalentTo	Orphanet:2035	filarial elephantiasis
MONDO:0005764	GARD:19081	MONDO:equivalentTo	Orphanet:86902	follicular dendritic cell sarcoma
MONDO:0005769	GARD:7525	MONDO:equivalentTo	Orphanet:3020	geniculate herpes zoster
MONDO:0005773	GARD:8660	MONDO:equivalentTo	Orphanet:221117	Gerstmann syndrome
MONDO:0005789	GARD:21716	MONDO:equivalentTo	Orphanet:402823	hepatitis D virus infection
MONDO:0005797	GARD:19122	MONDO:equivalentTo	Orphanet:90081	HIV wasting syndrome
MONDO:0005802	GARD:2787	MONDO:equivalentTo	Orphanet:401	hymenolepiasis
MONDO:0005803	GARD:21849	MONDO:equivalentTo	Orphanet:443095	hyperinsulinemic hypoglycemia
MONDO:0005815	GARD:22052	MONDO:equivalentTo	Orphanet:506052	pancreatic neuroendocrine neoplasm
MONDO:0005817	GARD:6840	MONDO:equivalentTo	Orphanet:157823	Kluver-Bucy syndrome
MONDO:0005820	GARD:19688	MONDO:equivalentTo	Orphanet:99824	Lassa fever
MONDO:0005823	GARD:22419	MONDO:equivalentTo	Orphanet:600832	legionellosis
MONDO:0005823	GARD:6876	MONDO:equivalentTo	Orphanet:549	legionellosis
MONDO:0005825	GARD:7881	MONDO:equivalentTo	Orphanet:509	leptospirosis
MONDO:0005828	GARD:6915	MONDO:equivalentTo	Orphanet:533	listeriosis
MONDO:0005835	GARD:9905	MONDO:equivalentTo	Orphanet:144	Lynch syndrome
MONDO:0005838	GARD:8216	MONDO:equivalentTo	Orphanet:2459	mansonelliasis
MONDO:0005846	GARD:3655	MONDO:equivalentTo	Orphanet:2552	microsporidiosis
MONDO:0005851	GARD:3668	MONDO:equivalentTo	Orphanet:98919	Miller Fisher syndrome
MONDO:0005854	GARD:7051	MONDO:equivalentTo	Orphanet:809	mixed connective tissue disease
MONDO:0005893	GARD:22056	MONDO:equivalentTo	Orphanet:506098	pancreatic endocrine carcinoma
MONDO:0005894	GARD:7323	MONDO:equivalentTo	Orphanet:73260	paracoccidioidomycosis
MONDO:0005919	GARD:21823	MONDO:equivalentTo	Orphanet:439167	placental insufficiency
MONDO:0005933	GARD:18864	MONDO:equivalentTo	Orphanet:64741	pulmonary blastoma
MONDO:0005942	GARD:7570	MONDO:equivalentTo	Orphanet:3096	Reye syndrome
MONDO:0005968	GARD:7692	MONDO:equivalentTo	Orphanet:826	sporotrichosis
MONDO:0005969	GARD:19041	MONDO:equivalentTo	Orphanet:83484	st. Louis encephalitis
MONDO:0005974	GARD:8195	MONDO:equivalentTo	Orphanet:76	strongyloidiasis
MONDO:0005979	GARD:7759	MONDO:equivalentTo	Orphanet:97330	thoracic outlet syndrome
MONDO:0005988	GARD:18793	MONDO:equivalentTo	Orphanet:3343	toxocariasis
MONDO:0005991	GARD:18862	MONDO:equivalentTo	Orphanet:64694	trench fever
MONDO:0006009	GARD:19433	MONDO:equivalentTo	Orphanet:98252	viral encephalitis
MONDO:0006015	GARD:9449	MONDO:equivalentTo	Orphanet:100067	Waterhouse-Friderichsen syndrome
MONDO:0006033	GARD:13075	MONDO:equivalentTo	Orphanet:497188	diffuse intrinsic pontine glioma
MONDO:0006037	GARD:6683	MONDO:equivalentTo	Orphanet:2189	hydrolethalus syndrome
MONDO:0006042	GARD:7828	MONDO:equivalentTo	Orphanet:499004	meningeal tuberculosis
MONDO:0006043	GARD:10804	MONDO:equivalentTo	Orphanet:213531	metaplastic breast carcinoma
MONDO:0006045	GARD:21652	MONDO:equivalentTo	Orphanet:398971	ovarian clear cell adenocarcinoma
MONDO:0006079	GARD:11855	MONDO:equivalentTo	Orphanet:314422	ameloblastic carcinoma
MONDO:0006131	GARD:10642	MONDO:equivalentTo	Orphanet:251931	cerebellar liponeurocytoma
MONDO:0006133	GARD:20498	MONDO:equivalentTo	Orphanet:213823	cervical adenoid cystic carcinoma
MONDO:0006143	GARD:20487	MONDO:equivalentTo	Orphanet:213767	cervical squamous cell carcinoma
